Project ID,Class,Requirement
1417,NSR,'The system will allow users to filter and search through user records efficiently.'
972,SR,'The system shall automatically generate detailed reports of detected SQL Injection vulnerabilities as part of the defence-in-depth security strategy.'
940,NSR,'The software shall generate analysis reports in under 500 seconds for typical applications.'
226,NSR,'Both IMS capable devices with or without UICC and non-IMS capable devices without UICC shall be supported.'
1770,SR,'The system must detect port scanning activity originating from rogue nodes on the network to ensure confidentiality and integrity of sensitive data.'
24,SR,'The system should work all the time and provide a means to handle errors with little or no input from the user.  '
1711,SR,'The software shall enforce HTTPS for all data transmission between client and server to ensure compliance with security best practices.'
784,SR,'The tool shall verify server certificates before establishing TLS connections in accordance with the security policy.'
1842,NSR,'The system must allow users to customize dashboard layouts according to their preferences.'
952,SR,'The framework must monitor system calls to detect malware activity at runtime.'
857,NSR,'The dashboard should display real-time monitoring status updates without requiring page refresh.'
441,NSR,'At any time during a Card Session the OPEN may receive a request to select an Application on the Basic Logical Channel (SELECT [by name] [first or only occurrence] command). The OPEN shall determine if the requested AID matches or partially matches an entry within the GlobalPlatform Registry and whether this entry is selectable.'
1621,NSR,'The portal must generate analysis reports in under 60 seconds for typical samples.'
42,NSR,'The system shall be able to allow process of filtering the email to be executed in a fast manner since the classifier is only focused on the text within the mail '
1637,SR,'The system should validate user credentials against a hashed credential store before allowing access as part of the defence-in-depth security strategy.'
42,NSR,'The system can be implemented on any mail server with only a few configurations taking place to suit the framework used on developing the mail server '
1129,SR,'The module will notify administrators of critical security events via SMS in order to maintain system integrity.'
